prefab	kind	item_key	name	src	breaks	yields	driven	pickup	statepick
gimmick_item_firewood_0001_index01_fine	wood		Firewood 0001 index01 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_0001_index01_premium	wood		Firewood 0001 index01 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_0001_index02	wood		Firewood 0001 index02	tag	0	Wood	0	1	0
gimmick_item_firewood_0001_index02_fine	wood		Firewood 0001 index02 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_0001_index02_premium	wood		Firewood 0001 index02 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_0001_index03	wood		Firewood 0001 index03	tag	0	Wood	0	1	0
gimmick_item_firewood_0001_index03_fine	wood		Firewood 0001 index03 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_0001_index03_premium	wood		Firewood 0001 index03 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_0001_index04	wood		Firewood 0001 index04	tag	0	Wood	0	1	0
gimmick_item_firewood_0001_index04_fine	wood		Firewood 0001 index04 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_0001_index04_premium	wood		Firewood 0001 index04 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_0001_index05	wood		Firewood 0001 index05	tag	0	Wood	0	1	0
gimmick_item_firewood_0001_index05_fine	wood		Firewood 0001 index05 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_0001_index05_premium	wood		Firewood 0001 index05 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_0001_index06	wood		Firewood 0001 index06	tag	0	Wood	0	1	0
gimmick_item_firewood_0001_index06_fine	wood		Firewood 0001 index06 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_0001_index06_premium	wood		Firewood 0001 index06 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_0001_premium	wood		Firewood 0001 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_0002	wood		Firewood	tag	0	Wood	0	1	0
gimmick_item_firewood_0002_fine	wood		Firewood 0002 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_0002_index01	wood		Firewood 0002 index01	tag	0	Wood	0	1	0
gimmick_item_firewood_0002_index01_fine	wood		Firewood 0002 index01 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_0002_index01_premium	wood		Firewood 0002 index01 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_0002_index02	wood		Firewood 0002 index02	tag	0	Wood	0	1	0
gimmick_item_firewood_0002_index02_fine	wood		Firewood 0002 index02 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_0002_index02_premium	wood		Firewood 0002 index02 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_0002_index03	wood		Firewood 0002 index03	tag	0	Wood	0	1	0
gimmick_item_firewood_0002_index03_fine	wood		Firewood 0002 index03 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_0002_index03_premium	wood		Firewood 0002 index03 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_0002_index04	wood		Firewood 0002 index04	tag	0	Wood	0	1	0
gimmick_item_firewood_0002_index04_fine	wood		Firewood 0002 index04 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_0002_index04_premium	wood		Firewood 0002 index04 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_0002_index05	wood		Firewood 0002 index05	tag	0	Wood	0	1	0
gimmick_item_firewood_0002_index05_fine	wood		Firewood 0002 index05 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_0002_index05_premium	wood		Firewood 0002 index05 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_0002_index06	wood		Firewood 0002 index06	tag	0	Wood	0	1	0
gimmick_item_firewood_0002_index06_fine	wood		Firewood 0002 index06 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_0002_index06_premium	wood		Firewood 0002 index06 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_0002_index07	wood		Firewood 0002 index07	tag	0	Wood	0	1	0
gimmick_item_firewood_0002_index07_fine	wood		Firewood 0002 index07 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_0002_index07_premium	wood		Firewood 0002 index07 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_0002_index08	wood		Firewood 0002 index08	tag	0	Wood	0	1	0
gimmick_item_firewood_0002_index08_fine	wood		Firewood 0002 index08 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_0002_index08_premium	wood		Firewood 0002 index08 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_0002_premium	wood		Firewood 0002 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_0003	wood		Firewood	tag	0	Wood	0	1	0
gimmick_item_firewood_0003_fine	wood		Firewood 0003 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_0003_index01	wood		Firewood 0003 index01	tag	0	Wood	0	1	0
gimmick_item_firewood_0003_index01_fine	wood		Firewood 0003 index01 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_0003_index01_premium	wood		Firewood 0003 index01 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_0003_index02	wood		Firewood 0003 index02	tag	0	Wood	0	1	0
gimmick_item_firewood_0003_index02_fine	wood		Firewood 0003 index02 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_0003_index02_premium	wood		Firewood 0003 index02 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_0003_index03	wood		Firewood 0003 index03	tag	0	Wood	0	1	0
gimmick_item_firewood_0003_index03_fine	wood		Firewood 0003 index03 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_0003_index03_premium	wood		Firewood 0003 index03 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_0003_premium	wood		Firewood 0003 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_1001	wood		Firewood	tag	0	Wood	0	1	0
gimmick_item_firewood_1001_fine	wood		Firewood 1001 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_1001_index01	wood		Firewood 1001 index01	tag	0	Wood	0	1	0
gimmick_item_firewood_1001_index01_fine	wood		Firewood 1001 index01 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_1001_index01_premium	wood		Firewood 1001 index01 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_1001_index02	wood		Firewood 1001 index02	tag	0	Wood	0	1	0
gimmick_item_firewood_1001_index02_fine	wood		Firewood 1001 index02 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_1001_index02_premium	wood		Firewood 1001 index02 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_1001_index03	wood		Firewood 1001 index03	tag	0	Wood	0	1	0
gimmick_item_firewood_1001_index03_fine	wood		Firewood 1001 index03 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_1001_index03_premium	wood		Firewood 1001 index03 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_1001_index04	wood		Firewood 1001 index04	tag	0	Wood	0	1	0
gimmick_item_firewood_1001_index04_fine	wood		Firewood 1001 index04 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_1001_index04_premium	wood		Firewood 1001 index04 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_1001_premium	wood		Firewood 1001 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_1002	wood		Firewood	tag	0	Wood	0	1	0
gimmick_item_firewood_1002_fine	wood		Firewood 1002 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_1002_index01	wood		Firewood 1002 index01	tag	0	Wood	0	1	0
gimmick_item_firewood_1002_index01_fine	wood		Firewood 1002 index01 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_1002_index01_premium	wood		Firewood 1002 index01 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_1002_index02	wood		Firewood 1002 index02	tag	0	Wood	0	1	0
gimmick_item_firewood_1002_index02_fine	wood		Firewood 1002 index02 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_1002_index02_premium	wood		Firewood 1002 index02 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_1002_index03	wood		Firewood 1002 index03	tag	0	Wood	0	1	0
gimmick_item_firewood_1002_index03_fine	wood		Firewood 1002 index03 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_1002_index03_premium	wood		Firewood 1002 index03 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_1002_index04	wood		Firewood 1002 index04	tag	0	Wood	0	1	0
gimmick_item_firewood_1002_index04_fine	wood		Firewood 1002 index04 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_1002_index04_premium	wood		Firewood 1002 index04 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_1002_index05	wood		Firewood 1002 index05	tag	0	Wood	0	1	0
gimmick_item_firewood_1002_index05_fine	wood		Firewood 1002 index05 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_1002_index05_premium	wood		Firewood 1002 index05 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_1002_index06	wood		Firewood 1002 index06	tag	0	Wood	0	1	0
gimmick_item_firewood_1002_index06_fine	wood		Firewood 1002 index06 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_1002_index06_premium	wood		Firewood 1002 index06 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_1002_index07	wood		Firewood 1002 index07	tag	0	Wood	0	1	0
gimmick_item_firewood_1002_index07_fine	wood		Firewood 1002 index07 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_1002_index07_premium	wood		Firewood 1002 index07 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_1002_index08	wood		Firewood 1002 index08	tag	0	Wood	0	1	0
gimmick_item_firewood_1002_index08_fine	wood		Firewood 1002 index08 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_1002_index08_premium	wood		Firewood 1002 index08 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_1002_index09	wood		Firewood 1002 index09	tag	0	Wood	0	1	0
gimmick_item_firewood_1002_index09_fine	wood		Firewood 1002 index09 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_1002_index09_premium	wood		Firewood 1002 index09 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_1002_index10	wood		Firewood 1002 index10	tag	0	Wood	0	1	0
gimmick_item_firewood_1002_index10_fine	wood		Firewood 1002 index10 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_1002_index10_premium	wood		Firewood 1002 index10 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_1002_premium	wood		Firewood 1002 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_1003	wood		Firewood	tag	0	Wood	0	1	0
gimmick_item_firewood_1003_fine	wood		Firewood 1003 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_1003_index01	wood		Firewood 1003 index01	tag	0	Wood	0	1	0
gimmick_item_firewood_1003_index01_fine	wood		Firewood 1003 index01 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_1003_index01_premium	wood		Firewood 1003 index01 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_1003_premium	wood		Firewood 1003 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_2001	wood		Firewood	tag	0	Wood	0	1	0
gimmick_item_firewood_2001_fine	wood		Firewood 2001 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_2001_index01	wood		Firewood 2001 index01	tag	0	Wood	0	1	0
gimmick_item_firewood_2001_index01_fine	wood		Firewood 2001 index01 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_2001_index01_premium	wood		Firewood 2001 index01 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_2001_index02	wood		Firewood 2001 index02	tag	0	Wood	0	1	0
gimmick_item_firewood_2001_index02_fine	wood		Firewood 2001 index02 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_2001_index02_premium	wood		Firewood 2001 index02 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_2001_index03	wood		Firewood 2001 index03	tag	0	Wood	0	1	0
gimmick_item_firewood_2001_index03_fine	wood		Firewood 2001 index03 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_2001_index03_premium	wood		Firewood 2001 index03 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_2001_premium	wood		Firewood 2001 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_2002	wood		Firewood	tag	0	Wood	0	1	0
gimmick_item_firewood_2002_fine	wood		Firewood 2002 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_2002_index01	wood		Firewood 2002 index01	tag	0	Wood	0	1	0
gimmick_item_firewood_2002_index01_fine	wood		Firewood 2002 index01 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_2002_index01_premium	wood		Firewood 2002 index01 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_2002_index02	wood		Firewood 2002 index02	tag	0	Wood	0	1	0
gimmick_item_firewood_2002_index02_fine	wood		Firewood 2002 index02 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_2002_index02_premium	wood		Firewood 2002 index02 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_2002_index03	wood		Firewood 2002 index03	tag	0	Wood	0	1	0
gimmick_item_firewood_2002_index03_fine	wood		Firewood 2002 index03 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_2002_index03_premium	wood		Firewood 2002 index03 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_2002_premium	wood		Firewood 2002 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_firewood_2003	wood		Firewood	tag	0	Wood	0	1	0
gimmick_item_firewood_2003_fine	wood		Firewood 2003 fine	tag	0	Fine_Wood	0	1	0
gimmick_item_firewood_2003_premium	wood		Firewood 2003 premium	tag	0	Premium_Wood	0	1	0
gimmick_item_gimbap_0001	pickup		Item gimbap	folder	0	Vegetable_Fruit_Porridge_Large	0	1	0
gimmick_item_goblinpot	pickup		Item goblinpot	folder	0		0	1	0
gimmick_item_graymane_clue_01	pickup		Item graymane clue	folder	0		0	1	0
gimmick_item_graymane_clue_02	pickup		Item graymane clue	tag	0	Broken_Graymane_Token	0	1	0
gimmick_item_handmirror_0001	pickup		Item handmirror	tag	0	Scorched_HandMirror	0	1	0
gimmick_item_jangjorim_0001	pickup		Item jangjorim	folder	0	Pan_fried_Meat_Fruit_Pancake_Large	0	1	0
gimmick_item_jijeongdan	pickup		Item jijeongdan	tag	0		0	1	0
gimmick_item_jijeongsindan	pickup		Item jijeongsindan	tag	0		0	1	0
gimmick_item_lookat_paper_01	pickup		Item lookat paper	folder	0		0	1	0
gimmick_item_lookat_stone	stone	Stone_Quarry	Stone	name	0		0	1	0
gimmick_item_marni_coin_0001	pickup		Item marni coin	folder	0	Item_Pinball_Coin	0	1	0
gimmick_item_paper	pickup		Item paper	tag	0		0	1	0
gimmick_item_paper_empty	pickup		Item paper empty	tag	0		0	1	0
gimmick_item_poop_spawn_0001	pickup		Item poop spawner	folder	0		0	1	0
gimmick_item_quest_crowman_key_01	pickup		Item quest crowman key	tag	0		0	1	0
gimmick_item_quest_grace_key_01	pickup		Item quest grace key	tag	0		0	1	0
gimmick_item_quest_grace_key_02	pickup		Item quest grace key	tag	0		0	1	0
gimmick_item_quest_sticky_bomb_01	pickup		Item quest sticky bomb	folder	0		0	1	0
gimmick_item_quest_sticky_flower_bomb	pickup		Item quest sticky flower bomb	tag	0		0	1	0
gimmick_item_quest_witch_ship_bell	pickup		Item quest witch ship bell	tag	0		0	1	0
gimmick_item_quest_witch_ship_charm	pickup		Item quest witch ship charm	tag	0		0	1	0
gimmick_item_quest_witch_ship_thurible	container		Item quest witch ship thurible	tag	0		0	1	0
gimmick_item_razorclam_0001	pickup		Item razorclam	folder	0	Item_Rare_Collect_RazorClam	0	1	0
gimmick_item_razorclam_0002	pickup		Item rare collect razorclam	folder	0	Item_Rare_Collect_RazorClam_01	0	1	0
gimmick_item_razorclam_0003	pickup		Item rare collect razorclam	folder	0	Item_Rare_Collect_RazorClam_01	0	1	0
gimmick_item_razorclam_0004	pickup		Item rare collect razorclam	folder	0	Item_Rare_Collect_RazorClam_01	0	1	0
gimmick_item_reeddevil_doll	plant		Item reeddevil doll	name	0		0	1	0
gimmick_item_sealed_artifact	pickup		Item sealed artifact	folder	0		0	1	0
gimmick_item_shay_cat_clue_01	pickup		Item shay cat clue	folder	0		0	1	0
gimmick_item_shay_cat_clue_02	pickup		Item shay cat clue	folder	0		0	1	0
gimmick_item_smoke_bomb_01	pickup		Item smoke bomb	tag	0		0	1	0
gimmick_item_tool_book_0001	pickup		Item tool book	folder	0		0	1	0
gimmick_item_tool_bookstand_0001	pickup		Item tool bookstand	folder	0		0	1	0
gimmick_item_tool_helm_0001	pickup		Item tool helm	folder	0	Hartman_PlateArmor_Helm	0	1	0
gimmick_item_tool_shield_0001	pickup		Item tool shield	folder	0	ReiGhis_Wood_OneHandShield	0	1	0
gimmick_item_trade_armor_01	container		Item trade armor	tag	0	Trade_Armor_03	0	1	0
gimmick_item_trade_armor_03	container		Item trade armor	tag	0		0	1	0
gimmick_item_trade_armor_wild_chain_01	container		Item trade armor wild chain	tag	0		0	1	0
gimmick_item_trade_armor_wild_chain_03	container		Item trade armor wild chain	tag	0	Trade_Armor_Wild_Chain_01	0	1	0
gimmick_item_trade_armor_wild_fabric_01	container		Item trade armor wild fabric	tag	0		0	1	0
gimmick_item_trade_armor_wild_fabric_03	container		Item trade armor wild fabric	tag	0	Trade_Armor_Wild_Fabric_01	0	1	0
gimmick_item_trade_brimstone_0001	pickup		Item trade brimstone	tag	0		0	1	0
gimmick_item_trade_brimstone_01	pickup		Item trade brimstone	tag	0	Trade_Sulfur_02	0	1	0
gimmick_item_trade_brimstone_02	pickup		Item trade brimstone	tag	0		0	1	0
gimmick_item_trade_brimstone_03	pickup		Item trade brimstone	tag	0	Trade_Sulfur_02	0	1	0
gimmick_item_trade_calligraphypainting_01	pickup		Item trade calligraphypainting	tag	0	Trade_Caligraphy_02	0	1	0
gimmick_item_trade_calligraphypainting_02	pickup		Item trade calligraphypainting	tag	0		0	1	0
gimmick_item_trade_carpet_01	pickup		Item trade carpet	tag	0		0	1	0
gimmick_item_trade_carpet_02	pickup		Item trade carpet	tag	0	Trade_Carpet_02	0	1	0
gimmick_item_trade_cheese_01	container		Item trade cheese	tag	0	Trade_Cheese_03	0	1	0
gimmick_item_trade_cheese_02	container		Item trade cheese	tag	0	Trade_Cheese_03	0	1	0
gimmick_item_trade_cheese_03	pickup		Item trade cheese	tag	0		0	1	0
gimmick_item_trade_cigarette_01	pickup		Item trade cigarette	tag	0	Trade_Tobacco_02	0	1	0
gimmick_item_trade_cigarette_02	pickup		Item trade cigarette	tag	0		0	1	0
gimmick_item_trade_compass_0001	pickup		Item trade compass	tag	0		0	1	0
gimmick_item_trade_coolant_0001	pickup		Item trade coolant	tag	0		0	1	0
gimmick_item_trade_deerleather_0001	pickup		Item trade deerleather	tag	0		0	1	0
gimmick_item_trade_divinemushroom_0001	pickup		Item trade divinemushroom	tag	0		0	1	0
gimmick_item_trade_fishmeat_01	container		Item trade fishmeat	tag	0	Trade_FishMeat_03	0	1	0
gimmick_item_trade_fishmeat_02	container		Item trade fishmeat	tag	0	Trade_FishMeat_03	0	1	0
gimmick_item_trade_fishmeat_03	pickup		Item trade fishmeat	tag	0		0	1	0
gimmick_item_trade_flint_0001	pickup		Item trade flint	tag	0		0	1	0
gimmick_item_trade_flour_01	pickup		Item trade flour	tag	0		0	1	0
gimmick_item_trade_flour_02	pickup		Item trade flour	tag	0	Trade_Flour_01	0	1	0
gimmick_item_trade_flour_03	pickup		Item trade flour	tag	0	Trade_Flour_01	0	1	0
gimmick_item_trade_food_01	container		Item trade food	tag	0		0	1	0
gimmick_item_trade_food_02	container		Item trade food	tag	0	Trade_Camp_Food	0	1	0
gimmick_item_trade_fur_01	pickup		Item trade fur	tag	0	Trade_Fur_01	0	1	0
gimmick_item_trade_fur_02	container		Item trade fur	tag	0		0	1	0
gimmick_item_trade_ginseng_01	container		Item trade ginseng	tag	0	Trade_Ginseng_03	0	1	0
gimmick_item_trade_ginseng_02	container		Item trade ginseng	tag	0	Trade_Ginseng_03	0	1	0
gimmick_item_trade_ginseng_03	pickup		Item trade ginseng	tag	0		0	1	0
gimmick_item_trade_glass_01	container		Item trade glass	tag	0	Trade_Glass_02	0	1	0
gimmick_item_trade_glass_02	pickup		Item trade glass	tag	0		0	1	0
gimmick_item_trade_glowingmushroom_0001	pickup		Item trade glowingmushroom	tag	0		0	1	0
gimmick_item_trade_golden_sword_01	pickup		Item trade golden sword	tag	0	Trade_Golden_Sword_Unpack	0	1	0
gimmick_item_trade_gun_01	container		Item trade gun	tag	0	Trade_Gun_02	0	1	0
gimmick_item_trade_gun_02	pickup		Item trade gun	tag	0		0	1	0
gimmick_item_trade_gunpowder_0001	pickup		Item trade gunpowder	tag	0		0	1	0
gimmick_item_trade_gunpowder_01	pickup		Item trade gunpowder	tag	0	Trade_Gunpowder_02	0	1	0
gimmick_item_trade_gunpowder_02	pickup		Item trade gunpowder	tag	0		0	1	0
gimmick_item_trade_honey_01	pickup		Item trade honey	tag	0	Trade_Honey_02	0	1	0
gimmick_item_trade_honey_02	container		Item trade honey	tag	0		0	1	0
gimmick_item_trade_horseshoe_0001	pickup		Item trade horseshoe	tag	0		0	1	0
gimmick_item_trade_icestone_0001	pickup		Item trade icestone	tag	0		0	1	0
gimmick_item_trade_icetear_0001	pickup		Item trade icetear	tag	0		0	1	0
gimmick_item_trade_ivory_02	container		Item trade ivory	tag	0	Trade_Ivory_03	0	1	0
gimmick_item_trade_ivory_03	pickup		Item trade ivory	tag	0		0	1	0
gimmick_item_trade_jade_01	container		Item trade jade	tag	0	Trade_Jade_03	0	1	0
gimmick_item_trade_jade_02	container		Item trade jade	tag	0	Trade_Jade_03	0	1	0
gimmick_item_trade_jade_03	pickup		Item trade jade	tag	0		0	1	0
gimmick_item_trade_jerky_0001	pickup		Item trade jerky	tag	0		0	1	0
gimmick_item_trade_lightingstruckwood_0001	pickup		Item trade lightingstruckwood	tag	0		0	1	0
gimmick_item_trade_lubricant_0001	pickup		Item trade lubricant	tag	0		0	1	0
gimmick_item_trade_modelboat_0001	pickup		Item trade modelboat	tag	0		0	1	0
gimmick_item_trade_oasisbottle_0001	pickup		Item trade oasisbottle	tag	0		0	1	0
gimmick_item_trade_pearl_0001	pickup		Item trade pearl	tag	0		0	1	0
gimmick_item_trade_pepper_01	pickup		Item trade pepper	tag	0	Trade_Pepper_02	0	1	0
gimmick_item_trade_pepper_02	pickup		Item trade pepper	tag	0		0	1	0
gimmick_item_trade_pepper_03	pickup		Item trade pepper	tag	0	Trade_Pepper_02	0	1	0
gimmick_item_trade_pot_01	container		Item trade pot	tag	0	Trade_Ceramics_03	0	1	0
gimmick_item_trade_pot_02	container		Item trade pot	tag	0	Trade_Ceramics_03	0	1	0
gimmick_item_trade_pot_03	container		Item trade pot	tag	0		0	1	0
gimmick_item_trade_pricklypear_chocolate_0001	pickup		Item trade pricklypear chocolate	tag	0		0	1	0
gimmick_item_trade_relicbox_01	container		Item trade relicbox	tag	0		0	1	0
gimmick_item_trade_relicbox_02	container		Item trade relicbox	tag	0	Trade_PearlLacquerware_01	0	1	0
gimmick_item_trade_ritualplate_0001	pickup		Item trade ritualplate	tag	0		0	1	0
gimmick_item_trade_rosin_0001	pickup		Item trade rosin	tag	0		0	1	0
gimmick_item_trade_royaljelly_0001	pickup		Item trade royaljelly	tag	0		0	1	0
gimmick_item_trade_salt_01	pickup		Item trade salt	tag	0		0	1	0
gimmick_item_trade_salt_02	pickup		Item trade salt	tag	0	Trade_Salt_01	0	1	0
gimmick_item_trade_salt_03	pickup		Item trade salt	tag	0	Trade_Salt_01	0	1	0
gimmick_item_trade_saltrock_0001	pickup		Item trade saltrock	tag	0		0	1	0
gimmick_item_trade_scorpion_jewel_0001	pickup		Item trade scorpion jewel	tag	0		0	1	0
gimmick_item_trade_scripture_0001	pickup		Item trade scripture	tag	0		0	1	0
gimmick_item_trade_silks_01	container		Item trade silks	tag	0		0	1	0
gimmick_item_trade_silks_02	pickup		Item trade silks	tag	0	Trade_Silk_02	0	1	0
gimmick_item_trade_snowginseng_0001	pickup		Item trade snowginseng	tag	0		0	1	0
gimmick_item_trade_stone_01	container		Item trade stone	tag	0		0	1	0
gimmick_item_trade_stone_02	container		Item trade stone	tag	0	Trade_Camp_Stone	0	1	0
gimmick_item_trade_sugar_01	pickup		Item trade sugar	tag	0	Trade_Sugar_02	0	1	0
gimmick_item_trade_sugar_02	pickup		Item trade sugar	tag	0		0	1	0
gimmick_item_trade_sugar_03	pickup		Item trade sugar	tag	0	Trade_Sugar_02	0	1	0
gimmick_item_trade_sword_01	container		Item trade sword	tag	0	Trade_Sword_03	0	1	0
gimmick_item_trade_sword_02	container		Item trade sword	tag	0	Trade_Sword_03	0	1	0
gimmick_item_trade_sword_03	pickup		Item trade sword	tag	0		0	1	0
gimmick_item_trade_tableclock_0001	pickup		Item trade tableclock	tag	0		0	1	0
gimmick_item_trade_telescope_0001	pickup		Item trade telescope	tag	0		0	1	0
gimmick_item_trade_toolkit_0001	pickup		Item trade toolkit	tag	0		0	1	0
gimmick_item_trade_weapon_01	container		Item trade weapon	tag	0		0	1	0
gimmick_item_trade_weapon_02	container		Item trade weapon	tag	0	Trade_Camp_Weapon	0	1	0
gimmick_item_trade_wine_01	pickup		Item trade wine	tag	0		0	1	0
gimmick_item_trade_wine_02	container		Item trade wine	tag	0	Trade_Wine_01	0	1	0
gimmick_item_trade_wood_01	container		Item trade wood	tag	0		0	1	0
gimmick_item_trade_wood_02	container		Item trade wood	tag	0	Trade_Camp_Wood	0	1	0
gimmick_item_trade_wool_01	container		Item trade wool	tag	0	Trade_Wool_03	0	1	0
gimmick_item_trade_wool_02	container		Item trade wool	tag	0	Trade_Wool_03	0	1	0
gimmick_item_trade_wool_03	pickup		Item trade wool	tag	0		0	1	0
gimmick_item_weaponbox_0001	container	Collection_Prop_WeaponBox_0001	Firearms Box	tag	0		0	1	0
gimmick_item_weaponbox_0002	container	Collection_Prop_WeaponBox_0002	Swords Box	tag	0		0	1	0
gimmick_item_weaponbox_0003	container	Collection_Prop_WeaponBox_0003	Weapons Box	tag	0		0	1	0
gimmick_item_wooddoll_0001	pickup		Item wooddoll	tag	0		0	1	0
gimmick_jijeongta_leaf_0001	plant		Jijeongta leaf	tag	0		0	0	1
gimmick_jijeongta_leaf_vegetation_0001	plant		Jijeongta leaf vegetation	name	0		0	0	0
gimmick_jijeongta_leaf_vegetation_0002	plant		Jijeongta leaf vegetation	name	0		0	0	0
gimmick_kudzu_tree_0001	wood		Kudzu tree	name	0		0	0	0
gimmick_kudzu_vine_0001	plant		Kudzu vine	tag	0	Item_Rare_Collect_Kudzu	0	0	1
gimmick_lamp_side_antumbra_0001_reeddevil	plant		Plant	name	0		0	0	0
gimmick_lamp_standstone_01_antumbra_del_on	stone		Stone	name	0		0	0	0
gimmick_lamp_standstone_01_antumbra_dem_on	stone		Stone	name	0		0	0	0
gimmick_lamp_standstone_01_antumbra_desert_on	stone		Stone	name	0		0	0	0
gimmick_lamp_standstone_01_antumbra_kwe_on	stone		Stone	name	0		0	0	0
gimmick_lamp_standstone_01_antumbra_nameless_on	stone		Stone	name	0		0	0	0
